language,frequency_list_version,level,rank,source_rank,display_form,lemma,lemma_key,part_of_speech,definition_seed,source_provenance,curation_flags
zh,v1,2,1666,1711,平等,平等,平等,unknown,平等,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1667,1712,引发,引发,引发,unknown,引发,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1668,1713,当局,当局,当局,unknown,当局,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1669,1714,收,收,收,unknown,收,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1670,1715,普遍,普遍,普遍,unknown,普遍,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1671,1716,毕竟,毕竟,毕竟,unknown,毕竟,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1672,1717,爸爸,爸爸,爸爸,unknown,爸爸,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1673,1718,用来,用来,用来,unknown,用来,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1674,1719,监狱,监狱,监狱,unknown,监狱,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1675,1720,联邦,联邦,联邦,unknown,联邦,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1676,1721,说法,说法,说法,unknown,说法,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1677,1722,读者,读者,读者,unknown,读者,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1678,1723,费用,费用,费用,unknown,费用,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1679,1724,违法,违法,违法,unknown,违法,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1680,1725,酒店,酒店,酒店,unknown,酒店,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1681,1726,代理,代理,代理,unknown,代理,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1682,1727,全世界,全世界,全世界,unknown,全世界,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1683,1728,共有,共有,共有,unknown,共有,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1684,1729,关闭,关闭,关闭,unknown,关闭,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1685,1730,冠军,冠军,冠军,unknown,冠军,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1686,1731,出席,出席,出席,unknown,出席,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1687,1732,判断,判断,判断,unknown,判断,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1688,1733,势力,势力,势力,unknown,势力,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1689,1734,后面,后面,后面,unknown,后面,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1690,1735,品牌,品牌,品牌,unknown,品牌,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1691,1736,导演,导演,导演,unknown,导演,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1692,1737,小组,小组,小组,unknown,小组,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1693,1738,就要,就要,就要,unknown,就要,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1694,1739,年度,年度,年度,unknown,年度,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1695,1740,广播,广播,广播,unknown,广播,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1696,1741,忙,忙,忙,unknown,忙,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1697,1742,拍摄,拍摄,拍摄,unknown,拍摄,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1698,1743,推,推,推,unknown,推,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1699,1744,故,故,故,unknown,故,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1700,1745,有个,有个,有个,unknown,有个,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1701,1746,正义,正义,正义,unknown,正义,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1702,1747,深,深,深,unknown,深,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1703,1748,片,片,片,unknown,片,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1704,1749,疯狂,疯狂,疯狂,unknown,疯狂,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1705,1750,病,病,病,unknown,病,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1706,1751,趋势,趋势,趋势,unknown,趋势,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1707,1752,足够,足够,足够,unknown,足够,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1708,1753,转移,转移,转移,unknown,转移,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1709,1754,追,追,追,unknown,追,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1710,1755,预算,预算,预算,unknown,预算,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1711,1756,飞,飞,飞,unknown,飞,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1712,1758,一份,一份,一份,unknown,一份,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1713,1759,一句,一句,一句,unknown,一句,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1714,1760,一部,一部,一部,unknown,一部,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1715,1761,乱,乱,乱,unknown,乱,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1716,1762,任何人,任何人,任何人,unknown,任何人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1717,1763,作出,作出,作出,unknown,作出,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1718,1764,做出,做出,做出,unknown,做出,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1719,1765,分类,分类,分类,unknown,分类,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1720,1766,动作,动作,动作,unknown,动作,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1721,1767,协助,协助,协助,unknown,协助,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1722,1768,嗯,嗯,嗯,unknown,嗯,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1723,1769,四个,四个,四个,unknown,四个,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1724,1770,城镇,城镇,城镇,unknown,城镇,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1725,1771,多个,多个,多个,unknown,多个,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1726,1772,姐姐,姐姐,姐姐,unknown,姐姐,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1727,1773,家族,家族,家族,unknown,家族,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1728,1774,就算,就算,就算,unknown,就算,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1729,1775,市长,市长,市长,unknown,市长,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1730,1776,往往,往往,往往,unknown,往往,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1731,1777,抗议,抗议,抗议,unknown,抗议,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1732,1778,损失,损失,损失,unknown,损失,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1733,1779,时刻,时刻,时刻,unknown,时刻,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1734,1780,本人,本人,本人,unknown,本人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1735,1781,来看,来看,来看,unknown,来看,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1736,1782,标志,标志,标志,unknown,标志,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1737,1783,梦想,梦想,梦想,unknown,梦想,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1738,1784,海,海,海,unknown,海,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1739,1785,班,班,班,unknown,班,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1740,1786,痛苦,痛苦,痛苦,unknown,痛苦,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1741,1787,的确,的确,的确,unknown,的确,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1742,1788,短,短,短,unknown,短,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1743,1789,确认,确认,确认,unknown,确认,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1744,1790,立场,立场,立场,unknown,立场,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1745,1791,网页,网页,网页,unknown,网页,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1746,1792,脚,脚,脚,unknown,脚,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1747,1793,进口,进口,进口,unknown,进口,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1748,1794,重庆,重庆,重庆,unknown,重庆,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1749,1795,预测,预测,预测,unknown,预测,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1750,1796,频道,频道,频道,unknown,频道,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1751,1798,主动,主动,主动,unknown,主动,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1752,1799,之外,之外,之外,unknown,之外,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1753,1800,交,交,交,unknown,交,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1754,1801,信号,信号,信号,unknown,信号,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1755,1802,像是,像是,像是,unknown,像是,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1756,1803,刚才,刚才,刚才,unknown,刚才,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1757,1804,名单,名单,名单,unknown,名单,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1758,1805,地震,地震,地震,unknown,地震,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1759,1806,够,够,够,unknown,够,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1760,1807,展示,展示,展示,unknown,展示,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1761,1808,岛,岛,岛,unknown,岛,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1762,1809,左,左,左,unknown,左,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1763,1810,年龄,年龄,年龄,unknown,年龄,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1764,1811,应当,应当,应当,unknown,应当,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1765,1812,当中,当中,当中,unknown,当中,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1766,1813,微信,微信,微信,unknown,微信,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1767,1814,成就,成就,成就,unknown,成就,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1768,1815,挺,挺,挺,unknown,挺,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1769,1816,接近,接近,接近,unknown,接近,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1770,1817,森林,森林,森林,unknown,森林,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1771,1818,江苏,江苏,江苏,unknown,江苏,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1772,1819,涉及,涉及,涉及,unknown,涉及,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1773,1820,演员,演员,演员,unknown,演员,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1774,1821,秒,秒,秒,unknown,秒,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1775,1822,罗,罗,罗,unknown,罗,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1776,1823,补充,补充,补充,unknown,补充,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1777,1824,记,记,记,unknown,记,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1778,1825,贷款,贷款,贷款,unknown,贷款,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1779,1826,遭到,遭到,遭到,unknown,遭到,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1780,1827,阻止,阻止,阻止,unknown,阻止,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1781,1828,龙,龙,龙,unknown,龙,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1782,1829,上帝,上帝,上帝,unknown,上帝,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1783,1830,上述,上述,上述,unknown,上述,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1784,1831,临时,临时,临时,unknown,临时,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1785,1832,争议,争议,争议,unknown,争议,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1786,1833,人大,人大,人大,unknown,人大,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1787,1834,他人,他人,他人,unknown,他人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1788,1835,供,供,供,unknown,供,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1789,1836,冲,冲,冲,unknown,冲,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1790,1837,古代,古代,古代,unknown,古代,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1791,1838,命运,命运,命运,unknown,命运,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1792,1839,哭,哭,哭,unknown,哭,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1793,1840,因而,因而,因而,unknown,因而,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1794,1841,地图,地图,地图,unknown,地图,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1795,1842,地点,地点,地点,unknown,地点,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1796,1843,声明,声明,声明,unknown,声明,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1797,1844,多次,多次,多次,unknown,多次,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1798,1845,始终,始终,始终,unknown,始终,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1799,1846,实力,实力,实力,unknown,实力,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1800,1847,小孩,小孩,小孩,unknown,小孩,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1801,1848,幸福,幸福,幸福,unknown,幸福,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1802,1849,广大,广大,广大,unknown,广大,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1803,1850,敢,敢,敢,unknown,敢,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1804,1851,新疆,新疆,新疆,unknown,新疆,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1805,1852,演出,演出,演出,unknown,演出,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1806,1853,澳洲,澳洲,澳洲,unknown,澳洲,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1807,1854,照顾,照顾,照顾,unknown,照顾,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1808,1855,牛,牛,牛,unknown,牛,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1809,1856,百度,百度,百度,unknown,百度,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1810,1857,竟然,竟然,竟然,unknown,竟然,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1811,1858,股份,股份,股份,unknown,股份,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1812,1859,西部,西部,西部,unknown,西部,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1813,1860,角度,角度,角度,unknown,角度,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1814,1861,试图,试图,试图,unknown,试图,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1815,1862,跳,跳,跳,unknown,跳,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1816,1863,采访,采访,采访,unknown,采访,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1817,1864,随后,随后,随后,unknown,随后,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1818,1865,颜色,颜色,颜色,unknown,颜色,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1819,1866,馆,馆,馆,unknown,馆,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1820,1870,丈夫,丈夫,丈夫,unknown,丈夫,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1821,1871,不行,不行,不行,unknown,不行,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1822,1872,中间,中间,中间,unknown,中间,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1823,1873,交换,交换,交换,unknown,交换,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1824,1874,体验,体验,体验,unknown,体验,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1825,1875,做到,做到,做到,unknown,做到,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1826,1876,别的,别的,别的,unknown,别的,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1827,1877,参考,参考,参考,unknown,参考,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1828,1878,啥,啥,啥,unknown,啥,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1829,1879,基于,基于,基于,unknown,基于,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1830,1880,大多数,大多数,大多数,unknown,大多数,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1831,1881,天天,天天,天天,unknown,天天,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1832,1882,实,实,实,unknown,实,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1833,1883,局,局,局,unknown,局,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1834,1884,巴西,巴西,巴西,unknown,巴西,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1835,1885,店,店,店,unknown,店,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1836,1886,忘,忘,忘,unknown,忘,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1837,1887,思考,思考,思考,unknown,思考,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1838,1888,恐怖,恐怖,恐怖,unknown,恐怖,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1839,1889,授权,授权,授权,unknown,授权,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1840,1890,播放,播放,播放,unknown,播放,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1841,1891,有趣,有趣,有趣,unknown,有趣,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1842,1892,武装,武装,武装,unknown,武装,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1843,1893,照,照,照,unknown,照,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1844,1894,爆炸,爆炸,爆炸,unknown,爆炸,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1845,1895,球,球,球,unknown,球,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1846,1896,第三,第三,第三,unknown,第三,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1847,1897,等待,等待,等待,unknown,等待,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1848,1898,组合,组合,组合,unknown,组合,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1849,1899,经典,经典,经典,unknown,经典,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1850,1900,绿色,绿色,绿色,unknown,绿色,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1851,1901,至于,至于,至于,unknown,至于,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1852,1902,计算机,计算机,计算机,unknown,计算机,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1853,1903,议会,议会,议会,unknown,议会,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,2,1854,1904,调,调,调,unknown,调,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
